,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
2886,FREE TICKETS SUMMER SALE: Affluent Studio in JVC,Studio,1,477 sqft,"5,500","Oxford Boulevard, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0588658,55.1995612
2887,Spacious 1 bedroom Holiday Home | All Bills Included,1,2,915 sqft,"8,500","Sulafa Tower, Dubai Marina, Dubai",Apartment,25.08946,55.14892769999999
2888,Newly Furnished | Modern Amenities | Family-Oriented,1,2,739 sqft,"6,499","Binghatti Jasmine, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0572818,55.1972269
2889,Superior Quality | Doubles as 2 Bed | Affordable Living,1,2,700 sqft,"6,999","Elz Residence, Arjan, Dubai",Apartment,25.060128,55.2379982
2890,Delightful Studio | Pool View | All Bills Included,Studio,1,350 sqft,"6,500","Oxford Residence 2, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0661716,55.2083041
2891,Newly Furnished | Modern Amenities | Luxury Living,2,2,"1,045 sqft","10,999","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2064112,55.3471756
2892,FREE TICKETS SUMMER SALE: Impressive Studio in Al Barsha,Studio,1,416 sqft,"4,500","Bella Rose, Dubai Science Park, Dubai",Apartment,25.070378,55.2452482
2893,"FREE TICKETS SUMMER SALE: Superb 1BR in Golf Vita, Damac Hills",1,1,434 sqft,"5,500","Golf Vita A, Golf Vita, DAMAC Hills, Dubai",Apartment,25.0228736,55.2427461
2894,FREE TICKETS SUMMER SALE: Magnificent 2BR in Business Bay,2,2,"1,359 sqft","12,000","Amna, Al Habtoor City, Business Bay, Dubai",Apartment,25.1841785,55.254316
2895,Newly Furnished | Best Amenities | Family-Oriented,Studio,1,393 sqft,"3,999","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2896,Stylish Studio | Modern Amenities | Divine,Studio,1,465 sqft,"3,499","Divine Residences, Arjan, Dubai",Apartment,25.0656864,55.2484337
2897,BEAUTIFULLY  STYLED FURNISHED  STUDIO  WITH BALCONY AND WIFI in JCV!!!,Studio,1,479 sqft,"4,750","Diamond Views I, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0527366,55.2025105
2898,Summer Limited Offer | Newly Furnished | Best Amenities,1,1,484 sqft,"5,999","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
2899,FREE TICKETS SUMMER SALE:  Chic & Cozy studio in Al Barsha,Studio,1,416 sqft,"4,500","Bella Rose, Dubai Science Park, Dubai",Apartment,25.070378,55.2452482
2900,Five JVC View | Modern Amenities | Family-Oriented,1,2,787 sqft,"5,998","The Imperial Residence B, The Imperial Residence, JVT District 5, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0479068,55.1953719
2901,Beautiful Studio | Health Club | Signature Livings,Studio,1,398 sqft,"5,499","Signature Livings, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660033,55.20677629999999
2902,Luxurious | Modern | Top facilities,1,1,752 sqft,"7,000","Harrington House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0511574,55.20113079999999
2903,"FREE TICKETS SUMMER SALE: High Floor, Panoramic view of Sea and Marina - NO COMMISSION",2,2,"1,120 sqft","18,000","5242 Towers, Dubai Marina, Dubai",Apartment,25.0866657,55.150092
2904,FREE TICKETS SUMMER SALE:  Chic & Cozy studio in Al Barsha,Studio,1,416 sqft,"4,500","Bella Rose, Dubai Science Park, Dubai",Apartment,25.070378,55.2452482
2905,Five JVC View | Modern Amenities | Family-Oriented,1,2,787 sqft,"5,998","The Imperial Residence B, The Imperial Residence, JVT District 5, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0479068,55.1953719
2906,Beautiful Studio | Health Club | Signature Livings,Studio,1,398 sqft,"5,499","Signature Livings, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660033,55.20677629999999
2907,Luxurious | Modern | Top facilities,1,1,752 sqft,"7,000","Harrington House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0511574,55.20113079999999
2908,"FREE TICKETS SUMMER SALE: High Floor, Panoramic view of Sea and Marina - NO COMMISSION",2,2,"1,120 sqft","18,000","5242 Towers, Dubai Marina, Dubai",Apartment,25.0866657,55.150092
2909,FREE TICKETS SUMMER SALE: Vibrant 1BR with Pool view in Town Square,1,1,481 sqft,"5,500","UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
2910,Summer Promotion | Ultra-Modern Furnished | Family-Oriented | Best Location,1,1,471 sqft,"6,499","Reva Residences, Business Bay, Dubai",Apartment,25.187815,55.2833201
2911,Madinat Jumeirah  Living | Near to Burj Al Arab,1,1,"1,196 sqft","9,500","Lamtara Building 2, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",Apartment,25.1330986,55.183466
2912,Private Garden | Fully Furnished | Claret Villa,3,5,"1,881 sqft","8,499","Claret, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9961215,55.3925655
2913,LOVELY FULLY FURNISHED  TWO BEDROOM IN HAYAT BOULEVARD,2,2,879 sqft,"7,999","Hayat Boulevard, Town Square, Dubai",Apartment,25.004806,55.29637469999999
2914,Near Metro | Beautiful Studio on 10 floor of Marina View Tower,Studio,1,418 sqft,"5,000","Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
2915,FREE TICKETS SUMMER SALE: Modern and Exquisite 1BR in JVC,1,1,811 sqft,"8,000","Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.053837,55.2204518
2916,Vibrant Two Bedroom in Silverene Tower Dubai Marina || Short-Term || Fully Furnished || Bills & Maintenance Included,2,2,"1,066 sqft","17,600","Silverene Tower B, Silverene, Dubai Marina, Dubai",Apartment,25.0752339,55.13846119999999
2917,Luxury Oasis 2 Bed in Downtown 7mins to Dubai Mall,2,3,"1,384 sqft","19,000","Claren Tower 2, Claren Towers, Downtown Dubai, Dubai",Apartment,25.1909296,55.2715484
2918,Modern Furnished | Best Location | Family-Oriented,1,2,853 sqft,"6,999","Divine Residences, Arjan, Dubai",Apartment,25.0656864,55.2484337
2919,Cozy Apartment | Modern Amenities | Dubai Downtown,1,1,826 sqft,"7,999","Yansoon 3, Yansoon, Old Town, Downtown Dubai, Dubai",Apartment,25.1926122,55.2801669
2920,Marina View | Spacious studio with Balcony | Bills Included,Studio,1,489 sqft,"4,999","DEC Tower 2, DEC Towers, Dubai Marina, Dubai",Apartment,25.0682879,55.12969440000001
2921,FREE TICKETS SUMMER SALE:  Cozy 1BR in Business Bay,1,1,485 sqft,"6,000","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
2922,FREE TICKETS SUMMER SALE:  Beautiful 1BR in Business Bay,1,1,472 sqft,"6,500","Reva Residences, Business Bay, Dubai",Apartment,25.187815,55.2833201
2923,Great Views | Fully Furnished 1BR Apartment| Capital Bay Tower | Business Bay,1,2,999 sqft,"9,000","Capital Bay Tower A, Capital Bay Towers, Business Bay, Dubai",Apartment,25.1767054,55.27215289999999
2924,Community View | Weekly Cleaning | Bills Included,1,2,"1,743 sqft","12,000","Souk Al Bahar, Downtown Dubai, Dubai",Apartment,25.1946394,55.2765141
2925,FREE TICKETS SUMMER SALE: Delightful Studio in Business Bay | NO COMMISSION,Studio,1,472 sqft,"5,500","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
2926,Infinity Pool | Bloom Heights |  Furnished,Studio,1,397 sqft,"4,998","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2927,Burj Khalifa View -Private Lux terrace - Downtown,1,2,906 sqft,"18,500","29 Boulevard 1, 29 Boulevard, Downtown Dubai, Dubai",Apartment,25.1918989,55.2727574
2928,Luxury One Bedroom w/ Fountain View at Standpoint,1,2,827 sqft,"15,500","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai",Apartment,25.1937032,55.2725735
2929,"Luxury 2BR in Downtown, Very Close to Dubai Mall",2,2,"1,257 sqft","11,500","Reehan 1, Reehan, Old Town, Downtown Dubai, Dubai",Apartment,25.1901074,55.2773023
2930,Urban Chic Downtown Apt w/ Dubai Fountain Views,3,2,"1,649 sqft","25,000","The Residence 7, The Residences, Downtown Dubai, Dubai",Apartment,25.1921082,55.2748682
2931,Central Location | Spacious Layout | Newly Furnished,1,2,"1,012 sqft","11,999","Reehan 3, Reehan, Old Town, Downtown Dubai, Dubai",Apartment,25.1893987,55.2773398
2932,Best View | Private Beach | Summer Offer,1,2,"1,160 sqft","10,800","Anantara Residences - South, Anantara Residences, Palm Jumeirah, Dubai",Apartment,25.1313252,55.1529958
2933,Spacious DupLex Two Bedroom Apartment,2,3,"1,463 sqft","14,000","Dorra Bay, Dubai Marina, Dubai",Apartment,25.0714773,55.1287892
2934,FOR IMMEDIATE BOOKING!! UPGRADED 1BHK FULLY FURNISHED WITH BIG GARDEN AND POOL VIEW,1,1,988 sqft,"6,299","Diamond Views I, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0527366,55.2025105
2935,Summer Promotion | Newly Furnished | Modern Amenities | Multiple-Building Complex,1,2,933 sqft,"10,998","1 Residences Building 2, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",Apartment,25.2327163,55.2954647
2936,Newly Renovated | Private Terrace | Modern Amenities,1,1,"1,018 sqft","8,999","Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2090203,55.315404
2937,Spacious Layout | Great Location | Luxury Furniture,2,2,"1,701 sqft","13,999","Building 7, City Walk, Al Wasl, Dubai",Apartment,25.199425,55.25630770000001
2938,Extravagant 1 BDR apartment in Marina,1,2,959 sqft,"7,000","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
2939,Stunning 1BR apartment with water view,1,2,"1,328 sqft","8,000","Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
2940,CLASSY 1BR| FULLY FURNISHED| BRAND NEW | DUBAI HILLS,1,1,476 sqft,"8,500","Collective, Dubai Hills Estate, Dubai",Apartment,25.2048493,55.2707828
2941,High-Rise Building | Modern Furnsihed | Canal View,1,2,840 sqft,"7,999","Fairview Residency, Business Bay, Dubai",Apartment,25.1818912,55.2796232
2942,FURNISHED 1 BEDROOM IN JVC | ALL BILLS INCLUSIVE!,1,2,709 sqft,"6,000","Milano by Giovanni Boutique Suites, JVC District 17, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0609885,55.2173767
2943,Balcony | Lavish | Large,Studio,1,398 sqft,"5,500","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2944,FREE TICKETS SUMMER SALE: Delightful 1BR in Business Bay,1,1,968 sqft,"10,000","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
2945,2BDR+maid room / Sea View /Beach access / The Palm,2,3,"2,015 sqft","20,000","Azure Residences, Palm Jumeirah, Dubai",Apartment,25.1069979,55.1526539
2946,Mall Access | Newly Furnished | Ideal Location,1,1,865 sqft,"10,999","Downtown Views, Za'abeel 2, Za'abeel, Dubai",Apartment,25.2024286,55.2809328
2947,Close to Metro | Fully Furnished | All Bills Included,1,1,726 sqft,"10,500","Marina Diamond 3, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0815572,55.1472431
2948,ALL BILLS INCLUSIVE | FULLY FURNISHED STUDIO IN JVC,Studio,1,464 sqft,"5,500","Milano by Giovanni Boutique Suites, JVC District 17, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0609885,55.2173767
2949,Spacious Newly Furnished 1 Bedroom in Beach Vista | Free Bills,1,1,987 sqft,"9,000","Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
2950,FREE TICKETS SUMMER SALE: Opulent 1BR with Beach Access,1,1,743 sqft,"12,000","Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
2951,Pool & Gym | Great Location | Spacious Layout,2,1,667 sqft,"6,050","MAG 510, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
2952,High Floor | Modern Furnished | Best Amenities,Studio,1,496 sqft,"4,498","Lago Vista A, Lago Vista, Dubai Production City (IMPZ), Dubai",Apartment,25.0317773,55.19002270000001
2953,Well Furnished Studio for rent in Greens Al Alka 1,Studio,1,500 sqft,"5,999","Al Alka 1, Al Alka, The Greens, Dubai",Apartment,25.0909906,55.1745177
2954,Spacious Apartment across Dubai Mall,1,2,"1,000 sqft","9,250","Upper Crest (Burjside Terrace), Downtown Dubai, Dubai",Apartment,25.1949849,55.2784141
2955,Hotel Style 1BDR in The Address Dubai Marina,1,1,880 sqft,"18,000","The Address Dubai Marina (Mall Hotel), Dubai Marina, Dubai",Apartment,25.0771646,55.1405298
2956,Canal View | High End Furniture | All Bills Included,2,3,"1,100 sqft","15,000","Merano Tower, Business Bay, Dubai",Apartment,25.1848281,55.2603221
2957,Best Location | Fully - Furnished | Modern Community,1,2,983 sqft,"6,499","Laya Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0661451,55.208794
2958,"Luxury 2br Apartment, Marina View A Tower, Dubai Marina",2,2,951 sqft,"10,400","Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
2959,Stunning Apartment with Amazing Views,2,3,"1,580 sqft","20,000","Ocean Heights, Dubai Marina, Dubai",Apartment,25.0905232,55.14871979999999
2960,HOT DEAL l LUXURIOUS l ZERO COMMISSION,1,2,844 sqft,"5,999","Sunrise Legend, Arjan, Dubai",Apartment,25.0676539,55.23789319999999
2961,FREE TICKETS SUMMER SALE: Contemporary 1BR in Business Bay | NO COMMISSION,1,1,"1,055 sqft","10,000","Tower B, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
2962,FREE TICKETS SUMMER SALE: Stunningly Beautiful Studio in Business Bay,Studio,1,691 sqft,"7,000","Marquise Square, Business Bay, Dubai",Apartment,25.1850643,55.27587699999999
2963,Marina View | Spacious & Bright Unit | Cosy,1,1,769 sqft,"6,500","Marina Diamond 6, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0807635,55.14586509999999
2964,Modern Furnished | Best Amenities | Family-Oriented,Studio,1,408 sqft,"4,999","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
2965,FREE TICKETS SUMMER SALE: Lavishly Furnished 3BR in Creek Harbour,3,3,"1,665 sqft","18,000","Creek Rise 1 Tower, Creek Rise, Dubai Creek Harbour, Dubai",Apartment,25.2088219,55.3464408
2966,FREE TICKETS SUMMER SALE: Delightful 2BR in Creek Harbour | NO COMISSION,2,2,"1,141 sqft","12,000","Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour, Dubai",Apartment,25.2084896,55.3472011
2967,Cozy |  Fully Furnished Studio | All Bills Included,Studio,1,341 sqft,"7,500","Park Central, Business Bay, Dubai",Apartment,25.178992,55.271102
2968,Fully Furnished | Private Dunes View | All Bills Incl.,3,4,"1,940 sqft","22,000","Primrose, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9953783,55.3978407
2969,Classic Studio !No Commission ! All Bills Inclusive,Studio,1,546 sqft,"4,750","Diamond Views III, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0622902,55.2178078
2970,FREE TICKETS SUMMER SALE:  Spectacular 3BR in Dubai Creek Harbour,3,3,"1,480 sqft","18,000","Creek Gate Tower 2, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2055072,55.3470135
2971,New Stunning Apartment in Dubai Hills | Utilities Included,1,2,737 sqft,"8,950","The Pinnacle, Dubai Hills Estate, Dubai",Apartment,25.1110306,55.2512961
2972,"Nice Studio, Immediately Available in Al Quoz 4",Studio,1,539 sqft,"4,999","Al Khail Heights, Al Quoz 4, Al Quoz, Dubai",Apartment,25.1583051,55.25459859999999
2973,HOT OFFER ||  FULLY  FURNISHED  ||  ELEGANT FURNITURE,1,1,750 sqft,"5,999","Binghatti Gateway, Al Jaddaf, Dubai",Apartment,25.2134893,55.318956
2974,Perfect Panoramic Community View | Fully Furnished Studio,Studio,1,340 sqft,"4,499","Carson Tower C, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0254132,55.24445960000001
2975,Fully Furnished | Modern Amenities | Nshama,1,1,692 sqft,"4,498","UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
2976,High Floor | Marina View | Amazing Amenities,1,2,827 sqft,"16,000","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Apartment,25.0867931,55.1475512
2977,Studio | Brand new appliances | Excellent location.,Studio,1,422 sqft,"4,000","Resortz by Danube, Arjan, Dubai",Apartment,25.0619922,55.2330857
2978,3B+M | Scenic Burj Khalifa Views | Direct Metro Access,3,3,"1,783 sqft","29,999","Burj Vista 1, Burj Vista, Downtown Dubai, Dubai",Apartment,25.1984429,55.2707577
2979,Prestige Location | Balcony with Lake View | All Bills Included,1,1,736 sqft,"15,000","Iris Blue, Dubai Marina, Dubai",Apartment,25.0851904,55.14474019999999
2980,SPACIOUS 1BR | NEAR BURJ KHALIFA | PRIVATE BALCONY,1,2,874 sqft,"9,299","Mon Reve, Downtown Dubai, Dubai",Apartment,25.1942446,55.2827236
2981,NEW Fully Upgraded | Central Located | Fits 6,2,2,"1,286 sqft","10,900","Al Ghozlan 4, Al Ghozlan, The Greens, Dubai",Apartment,25.0913813,55.1741657
2982,"FREE TICKETS SUMMER SALE: Spacious 1 bed, close to Metro Station",1,1,789 sqft,"8,500","West Avenue, Dubai Marina, Dubai",Apartment,25.0740411,55.1391047
2983,Stunning  Apartment | Spacious Layout | Great Location,1,1,812 sqft,"8,999","The Lofts, Downtown Dubai, Dubai",Apartment,25.1970227,55.2698915
2984,FREE TICKETS SUMMER SALE: Cozy & Chic Style 2BR in Town Square,2,2,889 sqft,"7,000","Zahra Breeze Apartments 4A, Zahra Breeze Apartments, Town Square, Dubai",Apartment,25.0057669,55.2952692
2985,Mesmerizing 1BR w/ Full Marina View @ Marina Gate,1,2,977 sqft,"16,000","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
2986,3 BDR Townhouse In Brand New Community,3,4,"1,882 sqft","10,500","Pacifica, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9946264,55.3737146
2987,Avencia | 1 bed + Study Room | All Bills Included,1,1,637 sqft,"7,000","Avencia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Apartment,24.9830494,55.3797103
2988,FIVE Palm Jumeirah | 2 BDR. | Breathtaking view,2,2,"2,076 sqft","32,500","FIVE Palm Jumeirah, Palm Jumeirah, Dubai",Apartment,25.1043296,55.1487691
2989,THIS OFFER FOR IMMEDIATE BOOKING!!! AMAZING  FULLY FURNISHED 1BHK in DUBAILAND,1,1,733 sqft,"5,499","Skycourts Tower F, Skycourts Towers, Dubai Residence Complex, Dubai",Apartment,25.0900794,55.3857882
2990,High Floor and Park View | 2BR + M | Palm Jumeirah,2,3,"1,551 sqft","23,000","Al Hamri, Shoreline Apartments, Palm Jumeirah, Dubai",Apartment,25.1066865,55.1491811
2991,2 bedroom villa with garden | Utility Bills Included,3,3,"2,282 sqft","16,000","The Springs 15, The Springs, Dubai",Villa,25.0516356,55.17967030000001
2992,New 2 bedroom in Meydan with Burj Khalifa View - Free parking,2,2,787 sqft,"11,000","Sobha Creek Vistas Tower A, Sobha Creek Vistas, Sobha Hartland, Dubai",Apartment,25.178171,55.31345630000001
2993,Fully Furnished | Pool View | Modern Community,1,2,740 sqft,"6,499","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
2994,Stunning Studio in Laguna Movenpick | Utilities Included,Studio,1,615 sqft,"6,500","Laguna Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0658351,55.13818699999999
2995,Modern One Bedroom Apartment in JVC,1,1,673 sqft,"6,800","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
2996,"Maison Privee - Premium 1BR Apt in the Heart of JBR Beach, Dubai",1,1,"1,141 sqft","8,000","Rimal 2, Rimal, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0776849,55.1341701
2997,Nice Golf & Desert View | Luxe Studio | Cosy,Studio,1,454 sqft,"4,200","Giovanni Boutique Suites, Dubai Sports City, Dubai",Apartment,25.0320227,55.222943
